VM;Powerstate;Template;SRM Placeholder;Config status;DNS Name;Connection state;Guest state;Heartbeat;Consolidation Needed;PowerOn;Suspend time;Creation date;Change Version;CPUs;Memory;NICs;Disks;Total disk capacity MiB;min Required EVC Mode Key;Latency Sensitivity;EnableUUID;CBT;Primary IP Address;Network #1;Network #2;Network #3;Network #4;Network #5;Network #6;Network #7;Network #8;Num Monitors;Video Ram KiB;Resource pool;Folder ID;Folder;vApp;DAS protection;FT State;FT Role;FT Latency;FT Bandwidth;FT Sec. Latency;Provisioned MiB;In Use MiB;Unshared MiB;HA Restart Priority;HA Isolation Response;HA VM Monitoring;Cluster rule(s);Cluster rule name(s);Boot Required;Boot delay;Boot retry delay;Boot retry enabled;Boot BIOS setup;Reboot PowerOff;EFI Secure boot;Firmware;HW version;HW upgrade status;HW upgrade policy;HW target;Path;Log directory;Snapshot directory;Suspend directory;Annotation;VEEAM_LAST_SUCCESSFUL_BACKUP;Veeam_Backup;Datacenter;Cluster;Host;OS according to the configuration file;OS according to the VMware Tools;VM ID;SMBIOS UUID;VM UUID;VI SDK Server type;VI SDK API Version;VI SDK Server;VI SDK UUID
GRPPRDOOADFBE01;poweredOn;False;False;green;GRPPRDOOADFBE01.grpsc.net;connected;running;green;False;2025/05/27 03:55:08;;2020/07/10 14:37:50;2025/06/14 10:02:11;8;32 768;1;1;307 200;intel-haswell;normal;True;True;10.120.16.122;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;1 272 004;605 092;569 276;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] baafc760-9279-8bdf-93fc-d4f5ef33c500/OOADS-01.vmx;[Vsan_Datastore] baafc760-9279-8bdf-93fc-d4f5ef33c500/;[Vsan_Datastore] baafc760-9279-8bdf-93fc-d4f5ef33c500/;[Vsan_Datastore] baafc760-9279-8bdf-93fc-d4f5ef33c500/;;"Last backup: [15/06/2025 19:09:18]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx07.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-2835;421a6c66-fad1-9934-85ac-ca4919ad75e5;501a5eb3-1355-8179-9df9-add935adaf75;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
HLDPRDADDSWDC01;poweredOn;False;False;green;HLDPRDADDSWDC01.vincic-hld.grpsc.net;connected;running;green;False;2025/05/27 03:26:18;;2020/06/25 13:33:41;2025/06/15 07:20:33;4;16 384;1;2;256 000;intel-haswell;normal;True;True;10.250.57.11;VIC-E-INF-TIER0-PED-557;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1247;/DC-VIC-00/PA4/DC;;True;notConfigured;;gray;-1;-1;1 053 892;892 852;879 260;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] d7bfc860-5e5b-04b0-a92d-d4f5ef33a2e0/HLDPRDADDSWDC01.vmx;[Vsan_Datastore] d7bfc860-5e5b-04b0-a92d-d4f5ef33a2e0/;[Vsan_Datastore] d7bfc860-5e5b-04b0-a92d-d4f5ef33a2e0/;[Vsan_Datastore] d7bfc860-5e5b-04b0-a92d-d4f5ef33a2e0/;;"Last backup: [15/06/2025 19:35:28]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx07.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1302;421ac812-3c27-6bc4-596e-68613e45d46d;501a2c01-a3f9-1d2c-637d-1d07918b7340;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
HLDPRDADDSWDC02;poweredOn;False;False;green;HLDPRDADDSWDC02.vincic-hld.grpsc.net;connected;running;green;False;2025/05/22 02:59:34;;2020/06/25 13:35:37;2025/06/15 08:03:42;4;16 384;1;2;256 000;intel-haswell;normal;True;True;10.253.57.11;VIC-E-INF-TIER0-PED-557;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1355;/DC-VIC-00/PA3/DC;;True;notConfigured;;gray;-1;-1;1 054 484;743 160;728 976;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 9d24c760-1ed1-a99d-3405-d4f5ef33c500/HLDPRDADDSWDC02.vmx;[Vsan_Datastore] 9d24c760-1ed1-a99d-3405-d4f5ef33c500/;[Vsan_Datastore] 9d24c760-1ed1-a99d-3405-d4f5ef33c500/;[Vsan_Datastore] 9d24c760-1ed1-a99d-3405-d4f5ef33c500/;;"Last backup: [15/06/2025 21:01:11]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx01.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1303;421a4471-087d-a4ca-2b84-57ecc3b5dfbf;501aee83-3d3f-2a2c-668a-6815e63fda96;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
PLCPRDADDSWDC01;poweredOn;False;False;green;PLCPRDADDSWDC01.vincic-plc.grpsc.net;connected;running;green;False;2025/06/11 03:47:39;;2020/06/25 13:37:19;2025/06/14 10:28:16;4;16 384;1;2;256 000;intel-haswell;normal;True;True;10.250.59.11;VIC-E-INF-TIER0-PED-559;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1247;/DC-VIC-00/PA4/DC;;True;notConfigured;;gray;-1;-1;1 054 184;880 768;866 472;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] a8d3c860-30bc-6d8f-09dd-d4f5ef335d80/PLCPRDADDSWDC01.vmx;[Vsan_Datastore] a8d3c860-30bc-6d8f-09dd-d4f5ef335d80/;[Vsan_Datastore] a8d3c860-30bc-6d8f-09dd-d4f5ef335d80/;[Vsan_Datastore] a8d3c860-30bc-6d8f-09dd-d4f5ef335d80/;;"Last backup: [15/06/2025 19:16:51]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1304;421a58b8-4fcb-fbde-5d10-a68732037f38;501a23b0-844b-6c28-bf42-e84559d889cc;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
PLCPRDADDSWDC02;poweredOn;False;False;green;PLCPRDADDSWDC02.vincic-plc.grpsc.net;connected;running;green;False;2025/05/22 03:07:38;;2020/06/25 13:41:20;2025/06/14 14:08:47;4;16 384;1;2;256 000;intel-haswell;normal;True;True;10.253.59.11;VIC-E-INF-TIER0-PED-559;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1355;/DC-VIC-00/PA3/DC;;True;notConfigured;;gray;-1;-1;1 055 924;858 192;846 672;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 9b24c760-82a4-105d-a625-d4f5ef33c500/PLCPRDADDSWDC02.vmx;[Vsan_Datastore] 9b24c760-82a4-105d-a625-d4f5ef33c500/;[Vsan_Datastore] 9b24c760-82a4-105d-a625-d4f5ef33c500/;[Vsan_Datastore] 9b24c760-82a4-105d-a625-d4f5ef33c500/;;"Last backup: [15/06/2025 21:01:39]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx08.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1305;421a7724-c695-8287-2014-8a30e6089b6f;501adda1-8ce6-65e4-6d1d-537e50d8be3e;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
SOFPRDADDSWDC01;poweredOn;False;False;green;SOFPRDADDSWDC01.vincic-sf.grpsc.net;connected;running;green;False;2025/05/27 03:48:30;;2020/06/25 13:43:06;2025/06/14 10:34:02;8;16 384;1;3;358 400;intel-haswell;normal;True;True;10.250.61.11;VIC-E-INF-TIER0-PED-561;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1247;/DC-VIC-00/PA4/DC;;True;notConfigured;;gray;-1;-1;1 468 428;1 068 580;1 054 060;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] d1d3c860-628d-f29c-b8ab-d4f5ef335320/SOFPRDADDSWDC01.vmx;[Vsan_Datastore] d1d3c860-628d-f29c-b8ab-d4f5ef335320/;[Vsan_Datastore] d1d3c860-628d-f29c-b8ab-d4f5ef335320/;[Vsan_Datastore] d1d3c860-628d-f29c-b8ab-d4f5ef335320/;;"Last backup: [15/06/2025 19:18:17]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx07.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1306;421a9816-f675-57c0-897d-52bddb003271;501af3ec-ab3f-c292-8ad7-97cd57df1598;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
SOFPRDADDSWDC02;poweredOn;False;False;green;SOFPRDADDSWDC02.vincic-sf.grpsc.net;connected;running;green;False;2025/05/22 02:53:58;;2020/06/25 13:45:08;2025/06/15 08:05:01;8;16 384;1;2;256 000;intel-haswell;normal;True;True;10.253.61.11;VIC-E-INF-TIER0-PED-561;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1355;/DC-VIC-00/PA3/DC;;True;notConfigured;;gray;-1;-1;1 052 676;712 568;700 192;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 9c24c760-9e86-2570-cc7e-d4f5ef33c500/SOFPRDADDSWDC02.vmx;[Vsan_Datastore] 9c24c760-9e86-2570-cc7e-d4f5ef33c500/;[Vsan_Datastore] 9c24c760-9e86-2570-cc7e-d4f5ef33c500/;[Vsan_Datastore] 9c24c760-9e86-2570-cc7e-d4f5ef33c500/;;"Last backup: [15/06/2025 21:01:11]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx02.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1307;421aed4b-4a27-8309-d4f9-61bca48226c1;501aab4b-a4c4-94d3-d122-8a366be09c06;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
SOFPRDMEPPPRX01;poweredOn;False;False;green;SOFPRDMEPPPRX01.vincic-sf.grpsc.net;connected;running;green;False;2025/05/27 02:43:27;;2024/10/15 11:51:53;2025/06/14 10:01:57;2;8 192;1;1;102 400;intel-haswell;normal;True;True;10.250.61.12;VIC-E-INF-TIER0-PED-561;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v1252;/DC-VIC-00/PA4/Infrastructure;;True;notConfigured;;gray;-1;-1;425 828;106 660;98 540;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;19;none;never;;[Vsan_Datastore] bc3a0e67-d85d-180f-da0c-d4f5ef42b5e8/SOFPRDMEPPPRX01.vmx;[Vsan_Datastore] bc3a0e67-d85d-180f-da0c-d4f5ef42b5e8/;[Vsan_Datastore] bc3a0e67-d85d-180f-da0c-d4f5ef42b5e8/;[Vsan_Datastore] bc3a0e67-d85d-180f-da0c-d4f5ef42b5e8/;;"Last backup: [15/06/2025 19:08:34]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx04.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2022 (64-bit);vm-142587;421ab3c8-d439-308e-6cbc-f6eeeb026398;501a6d6b-b1da-8675-6564-a28e04e72da1;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
SOFPRDMEPPPRX02;poweredOn;False;False;green;SOFPRDMEPPPRX02.vincic-sf.grpsc.net;connected;running;green;False;2025/05/22 02:36:44;;2024/10/15 11:54:08;2025/06/14 13:10:59;2;8 192;1;1;102 400;intel-haswell;normal;True;True;10.253.61.12;VIC-E-INF-TIER0-PED-561;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v13;/DC-VIC-00/PA3/Infrastructure;;True;notConfigured;;gray;-1;-1;425 124;104 080;96 664;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;True;efi;19;none;never;;[Vsan_Datastore] 193b0e67-866b-89f8-6c0a-d4f5ef42b8b8/SOFPRDMEPPPRX02.vmx;[Vsan_Datastore] 193b0e67-866b-89f8-6c0a-d4f5ef42b8b8/;[Vsan_Datastore] 193b0e67-866b-89f8-6c0a-d4f5ef42b8b8/;[Vsan_Datastore] 193b0e67-866b-89f8-6c0a-d4f5ef42b8b8/;;"Last backup: [15/06/2025 21:27:50]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2022 (64-bit);vm-142588;421a5ab1-d463-ce5c-b371-7c241f79e54e;501ae92f-443b-4273-df7f-e74eabc5883e;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
SOSPRDADDSWDC01;poweredOn;False;False;green;SOSPRDADDSWDC01.vincic-sosa.grpsc.net;connected;running;green;False;2025/05/27 03:26:33;;2020/06/25 13:47:06;2025/06/14 13:26:52;4;16 384;1;2;256 000;intel-haswell;normal;True;True;10.250.54.11;VIC-E-INF-TIER0-PED-554;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1247;/DC-VIC-00/PA4/DC;;True;notConfigured;;gray;-1;-1;1 055 348;736 968;721 472;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] d1afc960-5c49-2866-0cad-d4f5ef332ca0/SOSPRDADDSWDC01.vmx;[Vsan_Datastore] d1afc960-5c49-2866-0cad-d4f5ef332ca0/;[Vsan_Datastore] d1afc960-5c49-2866-0cad-d4f5ef332ca0/;[Vsan_Datastore] d1afc960-5c49-2866-0cad-d4f5ef332ca0/;;"Last backup: [15/06/2025 19:27:56]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx03.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1308;421a4ad5-624c-4785-089f-da140379137b;501ac0d2-2aae-3944-8875-166f43e32356;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
SOSPRDADDSWDC02;poweredOn;False;False;green;SOSPRDADDSWDC02.vincic-sosa.grpsc.net;connected;running;green;False;2025/05/22 03:00:33;;2020/06/25 13:49:02;2025/06/15 08:03:32;4;8 192;1;2;256 000;intel-haswell;normal;True;True;10.253.54.11;VIC-E-INF-TIER0-PED-554;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1355;/DC-VIC-00/PA3/DC;;True;notConfigured;;gray;-1;-1;1 045 076;571 928;558 960;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 9a24c760-a6f5-c82f-df2b-d4f5ef33c500/SOSPRDADDSWDC02.vmx;[Vsan_Datastore] 9a24c760-a6f5-c82f-df2b-d4f5ef33c500/;[Vsan_Datastore] 9a24c760-a6f5-c82f-df2b-d4f5ef33c500/;[Vsan_Datastore] 9a24c760-a6f5-c82f-df2b-d4f5ef33c500/;;"Last backup: [15/06/2025 21:01:11]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1309;421a4c5e-0ea5-b864-c3ec-a30dde09973d;501ae8d5-5ff1-ed05-1485-2df8f3dc8430;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
Surebackup-VirtualLab-PA3;poweredOff;False;False;green;;connected;notRunning;gray;False;;;1970/01/01 01:00:00;2025/06/15 08:10:08;1;1 024;2;0;0;;normal;;;;VIC-E-INF-TIER0-HCI;Surebackup-VirtualLab-PA3;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v169431;/DC-VIC-00/Surebackup-VirtualLab-PA3;;;notConfigured;;gray;-1;-1;3 374;1 108;0;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;bios;11;none;never;;[Vsan_Datastore] 7fa93d68-c0df-12c4-1663-d4f5ef42c298/drv_va.vmx;[Vsan_Datastore] 7fa93d68-c0df-12c4-1663-d4f5ef42c298/;[Vsan_Datastore] 7fa93d68-c0df-12c4-1663-d4f5ef42c298/;[Vsan_Datastore] 7fa93d68-c0df-12c4-1663-d4f5ef42c298/;;;;DC-VIC-00;VIC-PRD-00;vicprdhcitesx02.vc-ic.grpsc.net;Other Linux (64-bit);;vm-169433;421ad968-6fd6-69da-a5d4-d6794e5d3f43;501a8db2-a7ae-7c9c-7cc0-fb38128d0620;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
Surebackup-VirtualLab-PA4;poweredOff;False;False;green;;connected;notRunning;gray;False;;;1970/01/01 01:00:00;2025/06/15 08:34:14;1;1 024;2;0;0;;normal;;;;VIC-E-INF-TIER0-HCI;Surebackup-VirtualLab-PA4;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v169428;/DC-VIC-00/Surebackup-VirtualLab-PA4;;;notConfigured;;gray;-1;-1;3 326;1 060;0;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;bios;11;none;never;;[Vsan_Datastore] f1a73d68-7c8a-717a-a552-d4f5ef42c298/drv_va.vmx;[Vsan_Datastore] f1a73d68-7c8a-717a-a552-d4f5ef42c298/;[Vsan_Datastore] f1a73d68-7c8a-717a-a552-d4f5ef42c298/;[Vsan_Datastore] f1a73d68-7c8a-717a-a552-d4f5ef42c298/;;;;DC-VIC-00;VIC-PRD-00;vicprdhcitesx01.vc-ic.grpsc.net;Other Linux (64-bit);;vm-169430;421a3ea8-019f-f695-9c90-a9a23fe568aa;501ae75e-4668-5ebc-c479-99758c432754;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
TEMPLATE-DC;poweredOff;True;False;green;TEMPLATE-DC;connected;notRunning;gray;False;;;2021/06/06 15:02:37;2023/01/25 09:51:53;4;8 192;1;2;256 000;;normal;True;;;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;;group-v1207;/DC-VIC-00/Templates (Windows)/DC;;;notConfigured;;gray;-1;-1;1 034 883;110 832;108 728;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;;False;efi;14;none;never;;[Vsan_Datastore] 9ec6bc60-c08c-adfe-abdd-d4f5ef332ca0/TEMPLATE-DC.vmtx;[Vsan_Datastore] 9ec6bc60-c08c-adfe-abdd-d4f5ef332ca0/;[Vsan_Datastore] 9ec6bc60-c08c-adfe-abdd-d4f5ef332ca0/;[Vsan_Datastore] 9ec6bc60-c08c-adfe-abdd-d4f5ef332ca0/;;;;DC-VIC-00;VIC-PRD-00;vicprdhcitesx07.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 (64-bit);vm-23574;421a84cc-3b37-916f-2654-1d332024081b;501a4882-70e9-e9fd-c726-b62a6ffac1fa;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
TEMPLATE-NONDC;poweredOff;True;False;green;TEMPLATE-NONDC;connected;notRunning;gray;False;;;2021/06/06 15:06:26;2023/07/20 18:03:11;2;4 096;1;1;102 400;;normal;True;True;;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;;group-v1208;/DC-VIC-00/Templates (Windows)/HORS DC;;;notConfigured;;gray;-1;-1;416 445;109 688;107 524;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;;False;efi;14;none;never;;[Vsan_Datastore] 86c7bc60-308c-6a1a-2728-d4f5ef335320/TEMPLATE-NONDC.vmtx;[Vsan_Datastore] 86c7bc60-308c-6a1a-2728-d4f5ef335320/;[Vsan_Datastore] 86c7bc60-308c-6a1a-2728-d4f5ef335320/;[Vsan_Datastore] 86c7bc60-308c-6a1a-2728-d4f5ef335320/;;;;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 (64-bit);vm-23575;421a7f1c-76d5-211b-8b59-e285b526b23d;501a412c-8a37-1edb-dfb7-8c0e541ba212;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
vcfdevadfsapp51;poweredOn;False;False;green;vcfdevadfsapp51.vincic-fr.grpsc.net;connected;running;green;False;2025/05/02 10:19:42;;2023/06/05 15:46:42;2025/06/14 10:09:47;2;4 096;1;1;102 400;intel-haswell;normal;True;True;10.120.17.25;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1248;/DC-VIC-00/PA4/ADFS;;True;notConfigured;;gray;-1;-1;424 436;93 248;82 424;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 9de67d64-ac20-e77d-1a86-d4f5ef42b17c/vcfdevadfsapp51.vmx;[Vsan_Datastore] 9de67d64-ac20-e77d-1a86-d4f5ef42b17c/;[Vsan_Datastore] 9de67d64-ac20-e77d-1a86-d4f5ef42b17c/;[Vsan_Datastore] 9de67d64-ac20-e77d-1a86-d4f5ef42b17c/;;"Last backup: [15/06/2025 19:11:29]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx03.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-82364;421a8134-10dc-9e3f-dd7f-74674251e927;501a840a-71d8-a231-ae2f-b43ea3f0fa45;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
vcfdevadfsapp52;poweredOn;False;False;green;vcfdevadfsapp52.vincic-fr.grpsc.net;connected;running;green;False;2025/03/12 18:39:06;;2023/06/05 15:47:35;2025/06/15 07:50:33;2;4 096;1;1;102 400;intel-haswell;normal;True;True;10.120.17.26;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1356;/DC-VIC-00/PA3/ADFS;;True;notConfigured;;gray;-1;-1;425 252;129 552;117 912;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] e7e67d64-3eed-2dbc-d5d0-d4f5ef42b5e8/vcfdevadfsapp52.vmx;[Vsan_Datastore] e7e67d64-3eed-2dbc-d5d0-d4f5ef42b5e8/;[Vsan_Datastore] e7e67d64-3eed-2dbc-d5d0-d4f5ef42b5e8/;[Vsan_Datastore] e7e67d64-3eed-2dbc-d5d0-d4f5ef42b5e8/;;"Last backup: [15/06/2025 21:01:40]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-82365;421ac5db-269e-bb07-6b08-8d6f4f4a09ed;501a8198-e5c4-c049-f9f1-5844641a88c8;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
